doi,work_id,title,year,best_sibling_overlap,n_records,admitted_c048
10.1001/archpsyc.1991.01810280029004,1901203,Judith Flanders. the Victorian City: Everyday Life in Dickens' London,2014.0,0.0,2,False
10.1001/archpsyc.1991.01810280029004,2127317714,Methodologic Issues in Maintenance Therapy Clinical Trials,1991.0,0.0,2,False
10.1001/jamadermatol.2021.0009,33851963,"The role of urban agriculture in the re-socialisation of homeless people: an experience in Juiz De Fora, Brazil.",2009.0,0.0,2,False
10.1001/jamadermatol.2021.0009,3153309864,Association Between Atopic Dermatitis and Educational Attainment in Denmark,2021.0,0.0,2,False
10.1001/jamanetworkopen.2022.0548,35226077,"インタビュー 生命維持+生きがい向上に寄与する買い物支援に意識の共有を (""買い物難民""を救え!)",2010.0,0.0,2,False
10.1001/jamanetworkopen.2022.0548,4214709934,Mortality Rates Among Hospitalized Patients With COVID-19 Infection Treated With Tocilizumab and Corticosteroids,2022.0,0.0,2,False
10.1001/jamanetworkopen.2023.0569,36821108,CONSIDERATIONS ON THE CONVERGENCE BETWEEN CHEMISTRY AND THEOLOGY THE PERIODIC TABLE OF ELEMENTS,2007.0,0.0,2,False
10.1001/jamanetworkopen.2023.0569,4321611765,Risk Prediction Models for Cardiotoxicity of Chemotherapy Among Patients With Breast Cancer,2023.0,0.0,2,False
10.1002/(sici)1096-8628(19980508)81:3<228::aid-ajmg5>3.0.co;2-s,9603610,A Ciencia Androcéntrica: Unha traba nas Políticas de Igualdade de Xénero,2007.0,0.0,2,False
10.1002/(sici)1096-8628(19980508)81:3<228::aid-ajmg5>3.0.co;2-s,2000187419,Possible association of a cholecystokinin promotor polymorphism (CCK-36CT) with panic disorder,1998.0,0.0,2,False
10.1002/(sici)1096-9071(199910)59:2<146::aid-jmv4>3.0.co;2-o,10459148,Los marcos de referencia de la presente interpretación,1989.0,0.0,2,False
10.1002/(sici)1096-9071(199910)59:2<146::aid-jmv4>3.0.co;2-o,2084990080,Selection of genetic variants of the 5? noncoding region of hepatitis C virus occurs only in patients responding to interferon ? therapy,1999.0,0.0,2,False
10.1002/(sici)1096-9926(199609)54:3<115::aid-tera1>3.0.co;2-2,8987154,Schröder soll das „Bündnis für Arbeit“ auflösen,2003.0,0.0,2,False
10.1002/(sici)1096-9926(199609)54:3<115::aid-tera1>3.0.co;2-2,2067885889,Inhibition of 7-dehydrocholesterol reductase by the teratogen AY9944: A rat model for Smith-Lemli-Opitz syndrome,1996.0,0.0,2,False
10.1002/(sici)1097-0096(199610)24:8<437::aid-jcu4>3.0.co;2-l,8884521,"Real Decreto 892/2013, de 15 de noviembre, por el que se regula el Registro Público Concursal [BOE n.º 289, de 3-XII-2013]: Registro Público Concursal",2014.0,0.0,2,False
10.1002/(sici)1097-0096(199610)24:8<437::aid-jcu4>3.0.co;2-l,1990758438,Role of ultrasound in the assessment of male infertility,1996.0,0.0,2,False
10.1002/(sici)1097-0142(19991201)86:11<2212::aid-cncr6>3.0.co;2-2,10590359,Organismes model en biologia,2011.0,0.0,2,False
10.1002/(sici)1097-0142(19991201)86:11<2212::aid-cncr6>3.0.co;2-2,1996906689,Rationale for bladder-sparing surgery in patients with locally advanced colorectal carcinoma,1999.0,0.0,2,False
10.1002/(sici)1097-0193(1999)7:4<267::aid-hbm5>3.0.co;2-3,10408770,Kabbalah: A Very Short Introduction,2008.0,0.0,2,False
10.1002/(sici)1097-0193(1999)7:4<267::aid-hbm5>3.0.co;2-3,2049151356,Reproducibility of BOLD-based functional MRI obtained at 4 T,1999.0,0.0,2,False
10.1002/(sici)1097-0215(19970529)71:5<750::aid-ijc10>3.0.co;2-c,9180141,EURONAVAL 2010 acolheu empresas Sul-Americanas,2010.0,0.0,2,False
10.1002/(sici)1097-0215(19970529)71:5<750::aid-ijc10>3.0.co;2-c,2020728027,Expression of an Epstein-Barr-virus receptor and Epstein-Barr-virus-dependent transformation of human nasopharyngeal epithelial cells,1997.0,0.0,2,False
10.1002/(sici)1097-0215(19991112)83:4<555::aid-ijc19>3.0.co;2-2,10508494,Viaje de prospección arqueológica por el término de Peal de Becerro,1953.0,0.0,2,False
10.1002/(sici)1097-0215(19991112)83:4<555::aid-ijc19>3.0.co;2-2,1982328256,Widespread intraspecies cross-contamination of human tumor cell lines arising at source,1999.0,0.0,2,False
10.1002/(sici)1097-0215(20000401)86:1<40::aid-ijc6>3.0.co;2-e,10728592,"反動差圧式流量計 : 自動制御,制御機器,計測",1966.0,0.0,2,False
10.1002/(sici)1097-0215(20000401)86:1<40::aid-ijc6>3.0.co;2-e,1982947183,Androgen receptor and vitamin D receptor in human ovarian cancer: Growth stimulation and inhibition by ligands,2000.0,0.0,2,False
10.1002/(sici)1097-0215(20000501)86:3<301::aid-ijc1>3.0.co;2-2,10760815,"Функциональная грамотность учащихся: представления, критический анализ, измерение",2013.0,0.0,2,False
10.1002/(sici)1097-0215(20000501)86:3<301::aid-ijc1>3.0.co;2-2,2086507332,Suppression of the tumorigenic growth of Burkitt's lymphoma cells in immunodeficient mice by cytokine gene transfer using EBV-derived episomal expression vectors,2000.0,0.0,2,False
10.1002/(sici)1097-0290(19970805)55:3<497::aid-bit5>3.0.co;2-7,18636515,The Strength of Counting Networks (Abstract).,1996.0,0.0,2,False
10.1002/(sici)1097-0290(19970805)55:3<497::aid-bit5>3.0.co;2-7,2042995004,On-line monitoring of glucose in mammalian cell culture using a flow injection analysis (FIA) mediated biosensor,1997.0,0.0,2,False
10.1002/(sici)1097-0320(19960915)26:3<223::aid-cyto7>3.0.co;2-f,8889395,投資家から見た統合報告書の利用価値 (特集 統合財務報告の可能性を探る : 非財務情報開示の国際的展開),2012.0,0.0,2,False
10.1002/(sici)1097-0320(19960915)26:3<223::aid-cyto7>3.0.co;2-f,2000824407,How many gated lymphocytes are needed for accurate assessment of T-subset percentages by flow cytometry?,1996.0,0.0,2,False
10.1002/(sici)1097-4547(19960315)43:6<652::aid-jnr2>3.0.co;2-d,8984195,Pemanfaatan Abu Sawit Sebagai Campuran Semen Pada Pembuatan Mortar,2010.0,0.0,2,False
10.1002/(sici)1097-4547(19960315)43:6<652::aid-jnr2>3.0.co;2-d,2001714525,Examination of TAR-independenttrans activation by human immunodeficiency virus type 1 Tat in human glial cells,1996.0,0.0,2,False
10.1002/(sici)1097-4598(199605)19:5<549::aid-mus1>3.0.co;2-b,8618551,L'etica della resistenza,1994.0,0.0,2,False
10.1002/(sici)1097-4598(199605)19:5<549::aid-mus1>3.0.co;2-b,2079195354,Quadriceps strength and fatigue assessed by magnetic stimulation of the femoral nerve in man,1996.0,0.0,2,False
10.1002/(sici)1097-4652(199608)168:2<346::aid-jcp13>3.0.co;2-1,8707870,"Ion exchange present status, needs, and trends",1980.0,0.0,2,False
10.1002/(sici)1097-4652(199608)168:2<346::aid-jcp13>3.0.co;2-1,2106365461,"Hypoxia impairs cell fusion and differentiation process in human cytotrophoblast, in vitro",1996.0,0.0,2,False
10.1002/(sici)1097-4652(199812)177:4<628::aid-jcp13>3.0.co;2-l,10092215,Coherence and Historical understanding in children's Biography and Historical Nonfiction Literature: A Content Analysis of Selected Orbis Pictus Books,2001.0,0.0,2,False
10.1002/(sici)1097-4652(199812)177:4<628::aid-jcp13>3.0.co;2-l,2048572959,Growth factor regulation of the amylase promoter in a differentiating salivary acinar cell line,1998.0,0.0,2,False
10.1002/(sici)1097-4695(199608)30:4<493::aid-neu5>3.0.co;2-z,8844513,"Wissen, wo man steht. Ergebnisse des Projektes ""COMPASS"".",2007.0,0.0,2,False
10.1002/(sici)1097-4695(199608)30:4<493::aid-neu5>3.0.co;2-z,2044788892,Nonsequential developmental trajectories lead to dimorphic vocal circuitry for males with alternative reproductive tactics,1996.0,0.0,2,False
10.1002/(sici)1098-1063(1996)6:6<693::aid-hipo12>3.0.co;2-w,9034856,La didáctica de las ciencias sociales en la universidad española,2011.0,0.0,2,False
10.1002/(sici)1098-1063(1996)6:6<693::aid-hipo12>3.0.co;2-w,2058113871,Encoding and retrieval of episodic memories: Role of cholinergic and GABAergic modulation in the hippocampus,1998.0,0.0,2,False
10.1002/(sici)1098-1136(199910)28:1<25::aid-glia3>3.0.co;2-d,10498819,Gender and Policy on FMIS in the Changed Context,2002.0,0.0,2,False
10.1002/(sici)1098-1136(199910)28:1<25::aid-glia3>3.0.co;2-d,1968688955,Pleiotropic effects of lysophosphatidic acid on striatal astrocytes,1999.0,0.0,2,False
10.1002/(sici)1098-2302(199604)29:3<205::aid-dev2>3.0.co;2-v,8666129,Carpeta docent / Bienni 2009-2011 - Maria del Mar Suárez Vilagran,2011.0,0.0,2,False
10.1002/(sici)1098-2302(199604)29:3<205::aid-dev2>3.0.co;2-v,2089071542,Asymmetric headturning to speech and nonspeech in human newborns,1996.0,0.0,2,False
10.1002/(sici)1098-2345(1996)38:1<57::aid-ajp6>3.0.co;2-s,31914714,Pt-Ru疏水催化剂制备及氢-水液相交换催化性能,2009.0,0.0,2,False
10.1002/(sici)1098-2345(1996)38:1<57::aid-ajp6>3.0.co;2-s,2044923973,Saddle-back tamarin (Saguinus fuscicollis) reproductive strategies: Evidence from a thirteen-year study of a marked population,1996.0,0.0,2,False
10.1002/(sici)1098-2345(1999)47:2<165::aid-ajp6>3.0.co;2-3,9973269,"10 The Sandman looks at"" The uncanny",1994.0,0.0,2,False
10.1002/(sici)1098-2345(1999)47:2<165::aid-ajp6>3.0.co;2-3,2047285539,Elevated ovarian expression and serum concentration of ? inhibin in the luteal phase during follicular development in the squirrel monkey (Saimiri boliviensis) compared to the human,1999.0,0.0,2,False
10.1002/(sici)1098-2345(200001)50:1<87::aid-ajp8>3.0.co;2-n,10588438,The eucharistic Liturgy and the Synod of Diamper.,2011.0,0.0,2,False
10.1002/(sici)1098-2345(200001)50:1<87::aid-ajp8>3.0.co;2-n,2018011458,Reproductive performance of rhesus macaques (Macaca mulatta) in two outdoor housing conditions,1999.0,0.0,2,False
10.1002/(sici)1098-2388(199907/08)17:1<11::aid-ssu3>3.0.co;2-0,10402634,"Análise do padrão de recrutamento abdominal em crianças com dor espinal, entre os 7 e os 10 anos, durante a flexão rápida do ombro, com recurso a electromiografia de superfície",2013.0,0.0,2,False
10.1002/(sici)1098-2388(199907/08)17:1<11::aid-ssu3>3.0.co;2-0,2042859993,New diagnostic modalities in soft tissue sarcoma,1999.0,0.0,2,False
10.1002/(sici)1098-2795(200006)56:2+<271::aid-mrd12>3.0.co;2-n,10824982,Sexual Offender Notification within the University of Arizona Community,2012.0,0.0,2,False
10.1002/(sici)1098-2795(200006)56:2+<271::aid-mrd12>3.0.co;2-n,2041990413,Interaction of gametes with exogenous genes: Possible opportunities for incorporation into embryonic genome,2000.0,0.0,2,False
10.1002/(sici)1098-2825(1996)10:2<110::aid-jcla9>3.0.co;2-g,8852364,"Climate change: Evolving technologies, U.S. business, and the world economy in the 21. century",1996.0,0.0,2,False
10.1002/(sici)1098-2825(1996)10:2<110::aid-jcla9>3.0.co;2-g,2061930797,"Determination of reference intervals for 13 plasma proteins based on IFCC international reference preparation (CRM470) and NCCLS proposed guideline (C28-P, 1992): Trial to select reference individuals by results of screening tests and application of maximal likelihood method",1996.0,0.0,2,False
10.1002/(sici)1099-0801(199701)11:1<19::aid-bmc611>3.0.co;2-z,9051210,Transmission Signal Detection Technique Using Spreading Sequence for Multi-User Cooperative Communication Systems,2010.0,0.0,2,False
10.1002/(sici)1099-0801(199701)11:1<19::aid-bmc611>3.0.co;2-z,2009565164,A Routine HPLC Method for Monitoring Midazolam in Serum,1997.0,0.0,2,False
10.1002/(sici)1099-1263(200001/02)20:1<35::aid-jat633>3.0.co;2-8,10641015,Town of Fayette Comprehensive Plan,1997.0,0.0,2,False
10.1002/(sici)1099-1263(200001/02)20:1<35::aid-jat633>3.0.co;2-8,1990976056,"The peripubertal male rat assay as an alternative to the Hershberger castrated male rat assay for the detection of anti-androgens, oestrogens and metabolic modulators",2000.0,0.0,2,False
10.1002/(sici)1099-1271(199605)11:3<137::aid-bio408>3.0.co;2-d,8844344,Os saberes ambientais em movimentos populares no entorno das lagoas Itaperaoba e Papicu.,2008.0,0.0,2,False
10.1002/(sici)1099-1271(199605)11:3<137::aid-bio408>3.0.co;2-d,2053173564,Super-sensitive Enzyme Immunoassay for Thyroid Stimulating Hormone Using a New Synergistic Enhanced Chemiluminescent Endpoint,1996.0,0.0,2,False
10.1002/(sici)1099-1271(199707/08)12:4<207::aid-bio446>3.0.co;2-2,9481608,"Mossè, il legislatore di Israele.",2013.0,0.0,2,False
10.1002/(sici)1099-1271(199707/08)12:4<207::aid-bio446>3.0.co;2-2,2075831533,Lucigenin- and luminol-enhanced chemiluminescence in turkey monocytes,1997.0,0.0,2,False
10.1002/(sici)1099-1492(199608)9:5<217::aid-nbm419>3.0.co;2-g,9068003,第16届亚运会城市志愿者管理的难点、对策和实践研究——以广州市海珠区为例,2010.0,0.0,2,False
10.1002/(sici)1099-1492(199608)9:5<217::aid-nbm419>3.0.co;2-g,1993038811,Reproducibility of Human Cardiac31P-NMR Spectroscopy,1996.0,0.0,2,False
10.1002/(sici)1099-1492(1998110)11:7<314::aid-nbm522>3.0.co;2-z,9859939,Nagy nyílású hidak alakjának automatikus mérése és szabályozása = Automatic measurement and control of shape of long-span bridges,2007.0,0.0,2,False
10.1002/(sici)1099-1492(1998110)11:7<314::aid-nbm522>3.0.co;2-z,2056783861,Measurements of human breast cancer using magnetic resonance spectroscopy: a review of clinical measurements and a report of localized31P measurements of response to treatment,1998.0,0.0,2,False
10.1002/(sici)1099-1557(199607)5:4<221::aid-pds212>3.0.co;2-x,15073824,Why should I listen to you? - Self-reinforcing processes in the negotiation of expert status,2009.0,0.0,2,False
10.1002/(sici)1099-1557(199607)5:4<221::aid-pds212>3.0.co;2-x,1972462103,Adverse Events in the Treatment of Hypertensive Patients,1996.0,0.0,2,False
10.1002/(sici)1099-1654(199707)7:2<87::aid-rmv188>3.0.co;2-0,10398474,La Catedral de Guadix en los siglos XVI y XVII,1987.0,0.0,2,False
10.1002/(sici)1099-1654(199707)7:2<87::aid-rmv188>3.0.co;2-0,2040231337,RNA virus fitness,1997.0,0.0,2,False
10.1002/(sici)1520-6394(1998)8:3<104::aid-da2>3.0.co;2-y,9836061,"Reseña de Horwitz, E. K.: ""Becoming a Language Teacher: A practical Guide to Second Language Learning and Teaching""",2007.0,0.0,2,False
10.1002/(sici)1520-6394(1998)8:3<104::aid-da2>3.0.co;2-y,2146563622,Rorschach patterns of response in Vietnam veterans with posttraumatic stress disorder versus combat and normal controls,1998.0,0.0,2,False
10.1002/(sici)1522-2586(200002)11:2<195::aid-jmri18>3.0.co;2-q,10713954,Calculator Use In Developmental Mathematics in a Community College,2008.0,0.0,2,False
10.1002/(sici)1522-2586(200002)11:2<195::aid-jmri18>3.0.co;2-q,2001104838,Breath-hold 3D gradient-echo MR imaging of the lung parenchyma: Evaluation of reproducibility of image quality in normals and preliminary observations in patients with disease,2000.0,0.0,2,False
10.1002/(sici)1522-2594(199905)41:5<947::aid-mrm14>3.0.co;2-m,10332878,焼きイモ焼く道具 炭を熱源にゼオライトで (特集 サツマイモVSジャガイモ--イモの100%楽しみ方大全) -- (味自慢 農家が売る焼きイモ),2006.0,0.0,2,False
10.1002/(sici)1522-2594(199905)41:5<947::aid-mrm14>3.0.co;2-m,2010127404,In vivo micro-imaging using alternating navigator echoes with applications to cancellous bone structural analysis,1999.0,0.0,2,False
10.1002/(sici)1522-2594(199909)42:3<500::aid-mrm12>3.0.co;2-3,10467294,Oficinas de vida independiente,2013.0,0.0,2,False
10.1002/(sici)1522-2594(199909)42:3<500::aid-mrm12>3.0.co;2-3,2034045946,Perfusion-corrected mapping of cardiac regional blood volume in rats in vivo,1999.0,0.0,2,False
10.1002/(sici)1522-2683(20000201)21:3<541::aid-elps541>3.0.co;2-l,10726756,Las licencias de Creative Commons en las revistas científicas,2010.0,0.0,2,False
10.1002/(sici)1522-2683(20000201)21:3<541::aid-elps541>3.0.co;2-l,2013739794,Analysis of theNF1 gene by temperature gradient gel electrophoresis reveals a high incidence of mutations in exon 4b,2000.0,0.0,2,False
10.1002/(sici)1522-2683(20000201)21:3<627::aid-elps627>3.0.co;2-1,10726769,Access 2007 Quick Reference Guide,2008.0,0.0,2,False
10.1002/(sici)1522-2683(20000201)21:3<627::aid-elps627>3.0.co;2-1,1992037066,Capillary zone electrophoresis and micellar electrokinetic chromatography of solution of polyaniline particles,2000.0,0.0,2,False
10.1002/0471141755.ph1409s40,22294221,Banquetes e o Poder: uma análise oblíqua da prática política,2005.0,0.0,2,False
10.1002/0471141755.ph1409s40,1844164142,Animal Models of Multiple Myeloma and Their Utility in Drug Discovery,2008.0,0.0,2,False
10.1002/0471142956.cy1014s68,24692055,Theatre for Development: “The Wanna Be”,2014.0,0.0,2,False
10.1002/0471142956.cy1014s68,1550090025,Intensity Calibration and Flat‐Field Correction for Fluorescence Microscopes,2014.0,0.0,2,False
10.1002/1096-9861(20001106)427:1<139::aid-cne9>3.0.co;2-k,11042596,Organizational Communication: Focusing on Leadership Behaviors and Change Management.,1986.0,0.0,2,False
10.1002/1096-9861(20001106)427:1<139::aid-cne9>3.0.co;2-k,2024314907,Clorgyline treatment elevates cortical serotonin and temporarily disrupts the vibrissae-related pattern in rat somatosensory cortex,2000.0,0.0,2,False
10.1002/1096-9861(20001127)427:4<559::aid-cne5>3.0.co;2-4,11056464,4219 省資源・省エネ・小廃棄物ビルに関する調査 : 積み上げ方式による評価手法の確立,1993.0,0.0,2,False
10.1002/1096-9861(20001127)427:4<559::aid-cne5>3.0.co;2-4,2054518244,Mouse cytomegalovirus in developing brain tissue: Analysis of 11 species with GFP-expressing recombinant virus,2000.0,0.0,2,False
10.1002/1097-0061(200101)18:1<81::aid-yea666>3.0.co;2-3,11124704,日本人の夢としての郊外住宅 (都市理解のワークショップとアーバンデザイン・スタジオ) -- (都市理解のワークショップ),2008.0,0.0,2,False
10.1002/1097-0061(200101)18:1<81::aid-yea666>3.0.co;2-3,2021071669,Subtle alterations in growth medium composition can dramatically alter the percentage of unsaturated fatty acids in the yeastSaccharomyces cerevisiae,2000.0,0.0,2,False
10.1002/1097-010x(20010101/31)289:1<33::aid-jez4>3.0.co;2-a,11169491,按照《医疗事故处理条例》规范护理行为的做法和体会,2004.0,0.0,2,False
10.1002/1097-010x(20010101/31)289:1<33::aid-jez4>3.0.co;2-a,2056833728,Sex steroid hormone fluctuations and morphological changes of the reproductive system of the female ofOctopus vulgaris throughout the annual cycle,2001.0,0.0,2,False
10.1002/1097-0142(197905)43:5<1788::aid-cncr2820430532>3.0.co;2-z,445368,КЛИНИЧЕСКАЯ ЭФФЕКТИВНОСТЬ ВЫПОЛНЕНИЯ СИМУЛЬТАННЫХ ОПЕРАЦИЙ НА ВЕРХНЕЧЕЛЮСТНОЙ ПАЗУХЕ ПРИ ОТКРЫТОМ СИНУС-ЛИФТИНГЕ,2014.0,0.0,2,False
10.1002/1097-0142(197905)43:5<1788::aid-cncr2820430532>3.0.co;2-z,2041547063,Screening for breast atypias using exfoliative cytology,1979.0,0.0,2,False
10.1002/1097-0142(19830915)52:6<1032::aid-cncr2820520618>3.0.co;2-b,6883272,La Nueva Circular 3/2005 referente a los Recursos Propios Mínimos: principales novedades,2005.0,0.0,2,False
10.1002/1097-0142(19830915)52:6<1032::aid-cncr2820520618>3.0.co;2-b,2018711370,Computerized histopathologic assessment of malignant potential. II. As practical method for predicting survival following enucleation for uveal melanoma,1983.0,0.0,2,False
10.1002/1097-0142(19950915)76:6<1073::aid-cncr2820760624>3.0.co;2-l,8625211,Synthesis and final recommendations on the development of a European Information System for Organic Markets. = Deliverable D6 of the European Project EISfOM QLK5-2002-02400,2006.0,0.0,2,False
10.1002/1097-0142(19950915)76:6<1073::aid-cncr2820760624>3.0.co;2-l,1989691634,Classification of rhabdomyosarcomas and related sarcomas. Pathologic aspects and proposal for a new classification-an intergroup rhabdomyosarcoma study,1995.0,0.0,2,False
10.1002/1097-0223(200007)20:7<536::aid-pd878>3.0.co;2-x,10913952,Functional value iteration for decision-theoretic planning with general utility functions,2006.0,0.0,2,False
10.1002/1097-0223(200007)20:7<536::aid-pd878>3.0.co;2-x,1992408267,The critical and expanding role of genetics in assisted reproduction,2000.0,0.0,2,False
10.1002/1097-0223(200101)21:1<1::aid-pd967>3.0.co;2-#,11180232,El gigante y la luna,2011.0,0.0,2,False
10.1002/1097-0223(200101)21:1<1::aid-pd967>3.0.co;2-#,2068861409,Attitudes towards reproductive issues and carrier testing among adult patients and parents of children with cystic fibrosis (CF),2001.0,0.0,2,False
10.1002/1097-0320(20001201)41:4<289::aid-cyto7>3.0.co;2-5,11084614,De iconografía Servita Hispalense: otro grabado de la Virgen de los dolores de San Marcos,1996.0,0.0,2,False
10.1002/1097-0320(20001201)41:4<289::aid-cyto7>3.0.co;2-5,2075609540,Design of a flow cytometric assay for the determination of natural killer and cytotoxic T-lymphocyte activity in human and in different animal species,2000.0,0.0,2,False
10.1002/1097-4636(2001)58:3<221::aid-jbm1011>3.0.co;2-v,11319735,L¿apprentissage de l¿art à l¿école maternelle,2005.0,0.0,2,False
10.1002/1097-4636(2001)58:3<221::aid-jbm1011>3.0.co;2-v,2093283255,Vascular graft healing. II. FTIR analysis of polyester graft samples from implanted bi-grafts,2001.0,0.0,2,False
10.1002/1097-4652(2000)9999:999<000::aid-jcp1042>3.0.co;2-8,11169976,中江藤樹の女子教育論に関する考察-3-春風・陰隲・女訓・倭歌・書簡・翁問答,1988.0,0.0,2,False
10.1002/1097-4652(2000)9999:999<000::aid-jcp1042>3.0.co;2-8,2147293273,Basigin (murine EMMPRIN) stimulates matrix metalloproteinase production by fibroblasts,2001.0,0.0,2,False
10.1002/1097-4679(197710)33:4<949::aid-jclp2270330406>3.0.co;2-6,925183,"Peasant Rebellion and Its Suppression in Sankuru, Zaire",1974.0,0.0,2,False
10.1002/1097-4679(197710)33:4<949::aid-jclp2270330406>3.0.co;2-6,1975487750,Children's understanding of their emotionally disturbed peers: A replication,1977.0,0.0,2,False
10.1002/1097-4687(200008)245:2<110::aid-jmor3>3.0.co;2-#,10906746,UTILIZANDO A PORTA PARALELA PARA CONTROLE REMOTO DE UM DISPOSITIVO,2002.0,0.0,2,False
10.1002/1097-4687(200008)245:2<110::aid-jmor3>3.0.co;2-#,2016560888,"Ultrastructural observations on sperm storage in the ovary of the platyfish, <i>Xiphophorus maculatus</i> (Teleostei: Poeciliidae): The role of the duct epithelium",2000.0,0.0,2,False
10.1002/1098-1136(200103)33:3<230::aid-glia1022>3.0.co;2-8,11241741,La creación de colores en la avicultura (y III),2008.0,0.0,2,False
10.1002/1098-1136(200103)33:3<230::aid-glia1022>3.0.co;2-8,2028909537,Genetic and epigenetic control of the Na-G ion channel expression in glia,2001.0,0.0,2,False
10.1002/1098-2345(200101)53:1<47::aid-ajp4>3.0.co;2-x,11195204,"Καταναλωτική συμπεριφορά πελατών φαρμακείων και βαθμός ικανοποίησης από τις αγορές, τις υπηρεσίες και την ατμόσφαιρα του φαρμακείου",2006.0,0.0,2,False
10.1002/1098-2345(200101)53:1<47::aid-ajp4>3.0.co;2-x,2022710333,Immunobiology of the reproductive tract in a female baboon,2001.0,0.0,2,False
10.1002/1099-0801(200008)14:5<306::aid-bmc986>3.0.co;2-7,10960829,奥野庄太郎における読方教育理論の形成過程 : 垣内松三『国語の力』への論評を手がかりとして(自由研究発表),2010.0,0.0,2,False
10.1002/1099-0801(200008)14:5<306::aid-bmc986>3.0.co;2-7,2018915862,Quantitative determination of melatonin in human plasma and cerebrospinal fluid with high-performance liquid chromatography and fluorescence detection,2000.0,0.0,2,False
10.1002/1439-7633(20020402)3:4<274::aid-cbic274>3.0.co;2-s,11933228,Constantes et spécificités des dysfonctionnements interactionnels dans le genre débat politique télévisé : une application au débat de l'entre-deux tours de l'élection présidentielle de 2007,2010.0,0.0,2,False
10.1002/1439-7633(20020402)3:4<274::aid-cbic274>3.0.co;2-s,2163408209,Beyond Watson and Crick: DNA Methylation and Molecular Enzymology of DNA Methyltransferases,2002.0,0.0,2,False
10.1002/1520-6394(2000)12:1+<2::aid-da2>3.0.co;2-4,11098410,Cogeneration plant works in tandem with coal seam gas processing,1997.0,0.0,2,False
10.1002/1520-6394(2000)12:1+<2::aid-da2>3.0.co;2-4,2147289447,Role of serotonergic and noradrenergic systems in the pathophysiology of depression and anxiety disorders,2000.0,0.0,2,False
10.1002/1521-1878(200012)22:12<1085::aid-bies6>3.0.co;2-g,11084624,Search for Preventive Approaches: Developing Cognitive Skills in a High Risk Community as a Deterrent to Maladaptive Behavior.,1971.0,0.0,2,False
