work_id,doi,title,template,fetched,in_flora,chars,osf-registration-completed,osf-registration-protocol,verdict
6943900215,10.17605/osf.io/7vejf,Replication of Qiu and Johns (2019),OSF Preregistration,True,False,6420,False,True,discard
2780275205,10.17605/osf.io/kxg7e,Replicable and Reproducible Workflow assignment,OSF-Standard Pre-Data Collection Registration,True,False,176,False,True,discard
6963057452,10.17605/osf.io/qkyne,"Follow-up study for replication of Mudrik &amp; Koch, 2013",OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6906250862,10.17605/osf.io/a94um,Replication and Extension of Levelt and Kelter (1982),Prereg Challenge,True,False,17442,False,True,discard
6906490060,10.17605/osf.io/jgr94,Pre-analysis plan for survey experiment on voter mobilization using and positive and negative clientelist inducements,EGAP Registration,True,False,1588,False,True,discard
6906524265,10.17605/osf.io/3tpwk,Replicable and Reproducible Work Flow,Open-Ended Registration,True,False,78,False,True,discard
6962646956,10.17605/osf.io/ybtx9,Framing Disadvantage: A Replication of Powell et al. (2005),"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,2250,False,True,discard
6943981765,10.17605/osf.io/skj68,Linguistic Mechanisms Explaining the Link Between Perceived Burdensomeness and Depression: A Replication Study,OSF Preregistration,True,False,8003,False,True,discard
6887691131,10.17605/osf.io/bmvhr,Replication of Elliot et al. (2010) at IIT,OSF-Standard Pre-Data Collection Registration,True,False,84,False,True,discard
6925461132,10.17605/osf.io/dx853,Study 3 - Field replication,OSF-Standard Pre-Data Collection Registration,True,False,266,False,True,discard
6906484370,10.17605/osf.io/gtkzx,Close replication of Schuler &amp; Wanke (2016) Study 2,Preregistration Template from AsPredicted.org,True,False,4843,False,True,discard
6887670339,10.17605/osf.io/ru9bj,Construal Level Theory &amp; Replicable Effects of Primes on Human Behavior,Prereg Challenge,True,False,5768,False,True,discard
6906427987,10.17605/osf.io/u28aj,Climate Change Policy: To the Left or to the Right? Do Voters View Carbon Taxes Differently than other Taxes? (Pre-analysis Plan),OSF Preregistration,True,False,5363,False,True,discard
6906674939,10.17605/osf.io/rdfae,Chow 2015 Esignature Replication Attempt,OSF-Standard Pre-Data Collection Registration,True,False,141,False,True,discard
6887793336,10.17605/osf.io/3xvj8,Reproducible Workflow,OSF-Standard Pre-Data Collection Registration,True,False,176,False,True,discard
6906499313,10.17605/osf.io/9qsf6,Replication of Moore &amp; Egeth (1997) and Mack &amp; Rock (1998),Registered Report Protocol Preregistration,True,False,1555,False,True,discard
6944001351,10.17605/osf.io/4a4ur,Visual Awareness Negativity - Replication,Prereg Challenge,True,False,11632,False,True,discard
6906294366,10.17605/osf.io/6wt3c,Lecture 4 - Reproducible Analyses,Open-Ended Registration,True,False,492,False,True,discard
6887656883,10.17605/osf.io/486h7,Warmth and Competence as Fundamental Dimensions of Social Perception - A Reanalysis,Preregistration Template from AsPredicted.org,True,False,6342,False,True,discard
6906565778,10.17605/osf.io/kxt7c,Study 4 - Replication confrontation goals scale in older adults,Preregistration Template from AsPredicted.org,True,False,4846,False,True,discard
6906234663,10.17605/osf.io/9vxsf,"Replication of Nichols (2004) ""After objectivity: an empirical study of moral judgment""","Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,3274,False,True,discard
2779185781,10.17605/osf.io/jwhrk,A pre-registered multi-replication examination of the independent and interdependent effects of Big Five traits in predicting physical activity via a Cybernetic framework,"Pre-Registration in Social Psychology (van 't Veer & Giner-Sorolla, 2016): Pre-Registration",True,False,16670,False,True,discard
6925432398,10.17605/osf.io/kmhrb,An Automated Replication Study: Sensitivity for biological motion in newly hatched chicks,Preregistration Template from AsPredicted.org,True,False,3089,False,True,discard
6962773620,10.17605/osf.io/49fdk,Does context moderate the spontaneous impressions drawn from male and female faces? Replication II,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6887647359,10.17605/osf.io/324mn,"Having Less, Giving More? Two Preregistered Replications of the Relationship Between Social Class and Prosocial Behavior",Registered Report Protocol Preregistration,True,False,653,False,True,discard
6906316079,10.17605/osf.io/2r4zn,Pre-Analysis Report,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6944133622,10.17605/osf.io/hv5tj,Pre-Analysis Plan,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
2898090472,10.17605/osf.io/5x9vn,Replication and Extension of Validating the Coach Diagnostic Tool,Prereg Challenge,True,False,7122,False,True,discard
6943844023,10.17605/osf.io/tcbh3,Replication Project Psych 251,OSF-Standard Pre-Data Collection Registration,True,False,505,False,True,discard
6925116047,10.17605/osf.io/b9cy3,"Replication of Wolsko, Ariceaga, &amp; Seiden (2016)",Preregistration Template from AsPredicted.org,True,False,3170,False,True,discard
6962119916,10.17605/osf.io/hv6uz,Pre-analysis Plan,Open-Ended Registration,True,False,327,False,True,discard
6906562354,10.17605/osf.io/mauv9,Release From Output Interference: Replication,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,3159,False,True,discard
6906441708,10.17605/osf.io/adg84,SouthOst_Replication,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,2791,False,True,discard
6887709859,10.17605/osf.io/2kry6,"Pre-Analysis Plan for ""The Electoral Consequences of the `China Shock' in Brazil""",EGAP Registration,True,False,3226,False,True,discard
2914256772,10.17605/osf.io/jyr85,Implicit Theories of Interest Study 1 Replication Flipped,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6906339702,10.17605/osf.io/dnqe7,"Replication of ""Kominsky, J. F., Phillips, J., Gerstenberg, T., Lagnado, D., &amp; Knobe, J. (2015). Causal superseding. Cognition, 137, 196-209.""","Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,1601,False,True,discard
6962833301,10.17605/osf.io/nmguq,Analysis of the Replication,OSF-Standard Pre-Data Collection Registration,True,False,226,False,True,discard
6925508896,10.17605/osf.io/vkny5,Stahl_JournPerSocPsy_2012_gbl9 - RRTeam_unipoPsychLab - Direct Replication - 393,OSF Preregistration,True,False,26218,False,True,discard
6887769497,10.17605/osf.io/bt2rq,"Psych 251 Replication (Rogers et al., 2017)",OSF-Standard Pre-Data Collection Registration,True,False,591,False,True,discard
2776764111,10.17605/osf.io/b62sp,D98 Thesis - Trope replication and extension to ERN,Prereg Challenge,True,False,17904,False,True,discard
2788425672,10.17605/osf.io/23tfp,"Social Discounting with Hypothetical Stakes: A Direct Replication of Study 2 from Hackman, Danvers, and Hruschka (2015).",Preregistration Template from AsPredicted.org,True,False,8169,False,True,discard
6925170663,10.17605/osf.io/p4ng2,Psychology replication: Inviting Free-Riders or Appealing to Prosocial Behavior? Game-Theoretical Reflections on Communicating Herd Immunity in Vaccine Advocacy,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,4078,False,True,discard
6924984604,10.17605/osf.io/54rsq,"Replication of De Neys (2013) @ BYU-Idaho, Fall 2019",OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6906589641,10.17605/osf.io/9dnfv,Health halo effect - Replication 3,OSF-Standard Pre-Data Collection Registration,True,False,146,False,True,discard
6906524353,10.17605/osf.io/3zc8m,Eyetracking CIT conceptual replication,"Pre-Registration in Social Psychology (van 't Veer & Giner-Sorolla, 2016): Pre-Registration",True,False,6631,False,True,discard
6906501194,10.17605/osf.io/evft8,Replication of Long &amp; Konkle 2017,OSF-Standard Pre-Data Collection Registration,True,False,517,False,True,discard
6925232850,10.17605/osf.io/ngr98,Pre-Analysis Report,OSF Preregistration,True,False,3010,False,True,discard
6944064409,10.17605/osf.io/fvna6,Re-Analysis of the Original Study,OSF-Standard Pre-Data Collection Registration,True,False,226,False,True,discard
6887859214,10.17605/osf.io/w7x4p,Resting States and Memory Consolidation: A Behavioral Replication,Prereg Challenge,True,False,17976,False,True,discard
6944135922,10.17605/osf.io/n7pzr,Reproducibility Reports,OSF-Standard Pre-Data Collection Registration,True,False,552,False,True,discard
6962388072,10.17605/osf.io/pjf3t,"Independent Replication of Pham &amp; Shackelford (PAID, 2013) and Pham, Shackelford &amp; Sela (PAID, 2013)",OSF Preregistration,True,False,44048,False,True,discard
6924838869,10.17605/osf.io/8m73q,Replication of Wilkins &amp; Kaiser Studies 1 - 3,Preregistration Template from AsPredicted.org,True,False,2467,False,True,discard
6925231623,10.17605/osf.io/3ezut,Replication Reports,OSF-Standard Pre-Data Collection Registration,True,False,467,False,True,discard
6887805580,10.17605/osf.io/h8ctr,Replication of Eskine et al. (2011) at Brunel University London,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,4518,False,True,discard
6906321794,10.17605/osf.io/at3jy,Replication of Ramirez and Beilock (2011),OSF-Standard Pre-Data Collection Registration,True,False,393,False,True,discard
6924962141,10.17605/osf.io/7xhzm,"The word “red” and numeric performance: A replication attempt of Lichtenfeld, Maier, Elliot, and Pekrun, 2009 (Exp. 3, JESP)",OSF-Standard Pre-Data Collection Registration,True,False,84,False,True,discard
6943860147,10.17605/osf.io/yqz8m,Manipulating spatial distance in virtual reality: Effects on a walking distance reproduction task,"Pre-Registration in Social Psychology (van 't Veer & Giner-Sorolla, 2016): Pre-Registration",True,False,14169,False,True,discard
6962717585,10.17605/osf.io/s7x86,"Replication of Chen M., Mandell, Wolf M. (2017)",OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6887656695,10.17605/osf.io/5kr67,Study 4 - fall 2016 replication,Preregistration Template from AsPredicted.org,True,False,2391,False,True,discard
6924982151,10.17605/osf.io/z29bt,The influence of celebrity fat-shaming on implicit anti-fat attitudes from 2015-2018: A replication study,OSF Preregistration,True,False,10166,False,True,discard
6943976051,10.17605/osf.io/u9m72,Replication of Julia A. Minson (2011),OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6944262870,10.17605/osf.io/dgewb,Attempted large-sample replication of Levy &amp; Keller (2013),OSF-Standard Pre-Data Collection Registration,True,False,146,False,True,discard
6925058638,10.17605/osf.io/dc5hp,Study 2: Replicating Nostalgia as a way to alter the search for meaning and testing the effects on belief in Free Will,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6906626763,10.17605/osf.io/327zy,Assignment 1: Replicable and Reproducible Work Flow,Preregistration Template from AsPredicted.org,True,False,788,False,True,discard
6925243980,10.17605/osf.io/s46qa,Replication Loschelder et al. (2014),OSF Preregistration,True,False,17836,False,True,discard
3093486467,10.17605/osf.io/uafyb,Replicating the association between Brightness and Positivity,Prereg Challenge,True,False,9680,False,True,discard
6887801397,10.17605/osf.io/uphgn,Pre-Analysis Plan,OSF-Standard Pre-Data Collection Registration,True,False,344,False,True,discard
6925272314,10.17605/osf.io/f7gav,The Effect of Thinking About Being Excluded by God on Well-Being: A Replication and Extension,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,7970,False,True,discard
6925367728,10.17605/osf.io/j7c46,Pre-Analysis Report,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6887719302,10.17605/osf.io/jv4q2,Replication_,Prereg Challenge,True,False,11443,False,True,discard
6963042019,10.17605/osf.io/sjh2v,Ashworth Team Huang Replication,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,3434,False,True,discard
6925234548,10.17605/osf.io/kw4sa,Socioeconomic status and Emotion Regulation - A replication study,OSF-Standard Pre-Data Collection Registration,True,False,289,False,True,discard
6944086308,10.17605/osf.io/z3ad2,A replication of the action effect on relevant vs. irrelevant trait dimensions,"Pre-Registration in Social Psychology (van 't Veer & Giner-Sorolla, 2016): Pre-Registration",True,False,6361,False,True,discard
2785917823,10.17605/osf.io/rrdmj,Replication of Janssen et al (2010),OSF-Standard Pre-Data Collection Registration,True,False,467,False,True,discard
2903594989,10.17605/osf.io/fd9pz,Porter et al. 2016 Replication,OSF-Standard Pre-Data Collection Registration,True,False,433,False,True,discard
6943618790,10.17605/osf.io/q7huk,"Replication of ""Rational snacking: Young children’s decision-making on the marshmallow task is moderated by beliefs about environmental reliability""",Prereg Challenge,True,False,5290,False,True,discard
6944059709,10.17605/osf.io/67djb,"Independent Direct Replication of Côté, Piff, &amp; Willer, 2013 Study 3","Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,2976,False,True,discard
6925259747,10.17605/osf.io/25dxa,Pilot replication: response options,OSF-Standard Pre-Data Collection Registration,True,False,210,False,True,discard
6962904881,10.17605/osf.io/thm7d,Replication of Nagel et al. (2013) Cognition,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,296,False,True,discard
6925261920,10.17605/osf.io/x47be,"Follow-up Materials, Sampling, and Pre-Analysis Plan",OSF-Standard Pre-Data Collection Registration,True,False,269,False,True,discard
6906486459,10.17605/osf.io/9268j,Replication of Ottati et al. (2015): An additional test of the earned dogmatism effect.,OSF-Standard Pre-Data Collection Registration,True,False,703,False,True,discard
6887641840,10.17605/osf.io/396kh,Analysis of the Replication,OSF-Standard Pre-Data Collection Registration,True,False,226,False,True,discard
6944059032,10.17605/osf.io/vcwbm,Pre-Analysis Plan,Open-Ended Registration,True,False,137,False,True,discard
6943836394,10.17605/osf.io/mgjfe,Perceptions of Scientific Replication Attempts: Experiment 1 REVISED (mTurk),Prereg Challenge,True,False,10282,False,True,discard
2904121186,10.17605/osf.io/t4xw8,Can social norms influence the eating intentions and behaviors of adolescents and young adults? Replication and extension of earlier findings.,"Pre-Registration in Social Psychology (van 't Veer & Giner-Sorolla, 2016): Pre-Registration",True,False,25769,False,True,discard
6963176982,10.17605/osf.io/j3sud,Self-replication,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6944053421,10.17605/osf.io/ru7wz,"Minority Report Preregistration for ""Incidental Attitude Formation via the Surveillance Task- A Pre-Registered Replication of Olson and Fazio (2001)""",OSF-Standard Pre-Data Collection Registration,True,False,495,False,True,discard
6925469149,10.17605/osf.io/zp85j,Procedures for replication of Schuler &amp; Wanke,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,4554,False,True,discard
6944127235,10.17605/osf.io/jfn8c,"Psych 251 Replication (Rogers et al., 2017)",OSF-Standard Pre-Data Collection Registration,True,False,443,False,True,discard
6962602804,10.17605/osf.io/2ezc8,"Replication of ""What have I just done? Anchoring, self-knowledge, and judgments of recent behavior"" (Cheek, Coe-Odess &amp; Schwartz, 2015, JDM, Study 2B)","Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,2847,False,True,discard
6943673854,10.17605/osf.io/x3rm5,Offloading Memory - Reliability Recall Replication,Preregistration Template from AsPredicted.org,True,False,8944,False,True,discard
3126272898,10.17605/osf.io/gdjc2,Offloading and False Memory Replication,Preregistration Template from AsPredicted.org,True,False,2775,False,True,discard
6963005732,10.17605/osf.io/tgcb9,"Replication of Gibson, Bergen, and Piantadosi (2013)",Prereg Challenge,True,False,4386,False,True,discard
6925498407,10.17605/osf.io/xnrjv,Replication of Newport and Aslin (2004) 'Learning at a distance I. Statistical learning of non-adjacent dependencies.' Experiment 2A,Prereg Challenge,True,False,2818,False,True,discard
6962485299,10.17605/osf.io/ankcq,Field Experiment on Regulatory Compliance in the Finance Industry: Research Design and Pre-Analysis Plan,EGAP Registration,True,False,2305,False,True,discard
7081651574,10.17605/osf.io/6nh3r,3.1: Computational reproducibility checks,OSF Preregistration,True,False,3044,False,True,discard
6906575699,10.17605/osf.io/qyd45,Nonverbal Prejudice Accuracy Study – Replication,Preregistration Template from AsPredicted.org,True,False,8351,False,True,discard
6944220728,10.17605/osf.io/rjc4y,Porter 2016 Study 2 Replication,OSF-Standard Pre-Data Collection Registration,True,False,444,False,True,discard
6943866348,10.17605/osf.io/tvuax,Pilot 2: Replicating Disfluency effects,OSF-Standard Pre-Data Collection Registration,True,False,185,False,True,discard
7151287712,10.17605/osf.io/z2bgj,Replication of Jakesch et. al. CHI 2019 Experiment 3,OSF-Standard Pre-Data Collection Registration,True,False,1053,False,True,discard
6906455186,10.17605/osf.io/rd6yu,Associations between willingness-to-wait and eye tracking measures: replication (WTWErep),"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,5064,False,True,discard
6943728558,10.17605/osf.io/f6w97,"Cognitive processes during deceptive answers about attitudes revisited: A replication of Johnson, Henkell, Simon, and Zhu (2008)",Prereg Challenge,True,False,13399,False,True,discard
6887791981,10.17605/osf.io/wtqkj,Replicate the CPA study,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6906383714,10.17605/osf.io/y9uq4,Pre-registered replication of Exp 5,OSF-Standard Pre-Data Collection Registration,True,False,204,False,True,discard
2809726967,10.17605/osf.io/nh3dm,Replication of Effects of Reward and Punishment in Violent Video Games,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,1902,False,True,discard
6924987317,10.17605/osf.io/7wch2,replication study of the ending effect in cheating,Preregistration Template from AsPredicted.org,True,False,1404,False,True,discard
6943803922,10.17605/osf.io/47ku8,Greed and Unethical Behaviour: A Replication Study,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,3641,False,True,discard
6962783907,10.17605/osf.io/d45j3,Jealousy as a Function of Rival Characteristics: A Replication Study,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,7826,False,True,discard
6887750083,10.17605/osf.io/hrdpm,Replication of Experiment 2 in Hart et al. (2018) (Stanford PSYCH251 Fall19),OSF-Standard Pre-Data Collection Registration,True,False,453,False,True,discard
6925243411,10.17605/osf.io/2bhvn,Influence of item desirability on pairwise itemcorrelation_3rd replication,Preregistration Template from AsPredicted.org,True,False,3382,False,True,discard
6925261500,10.17605/osf.io/8muxq,Pre-Analysis Report,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6925246529,10.17605/osf.io/8t4ze,"Registered replication of Weissman et al. (2014): ""Determinants of Congruency Sequence Effects Without Learning and Memory Confounds""",Prereg Challenge,True,False,9282,False,True,discard
6906340699,10.17605/osf.io/7y9es,Self-Control and Dot Probe Replication,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6943991525,10.17605/osf.io/h92f6,Pre-Analysis Report,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6906362838,10.17605/osf.io/8bc6x,"Replication of Lu, Zhu, &amp; Chang's (2015) 3G Hypothesis","Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,4722,False,True,discard
6943986432,10.17605/osf.io/5f9eg,Replication of Ottati et al. (2015): An additional test of the earned dogmatism effect.,Prereg Challenge,True,False,19576,False,True,discard
6887719143,10.17605/osf.io/g9ezc,UCSB Replication: Stanford Ad study wave 2 Advertisement effects on the likelihood of recommending a company,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6943950992,10.17605/osf.io/8xp3h,"Replication of Beyond Purity, Giner-Sorolla &amp; Chapman (2016) at BYUI, Spring 2017",OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
2917085300,10.17605/osf.io/5je6g,Questionnaire used for replication/extension of Rios (2014) Study 1,OSF-Standard Pre-Data Collection Registration,True,False,173,False,True,discard
6924903543,10.17605/osf.io/597st,Replication in CriticalMix 2 group,OSF-Standard Pre-Data Collection Registration,True,False,240,False,True,discard
6962717630,10.17605/osf.io/qavyh,"Replication of Cialdini et al., 1990, Study 3","Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,8263,False,True,discard
2915899527,10.17605/osf.io/53ysw,Reanalysis of AAFV (for blog),Open-Ended Registration,True,False,169,False,True,discard
6962527281,10.17605/osf.io/2edbu,Replication of Paul &amp; Fockert (2012),OSF-Standard Pre-Data Collection Registration,True,False,146,False,True,discard
6962599445,10.17605/osf.io/6bpxy,Replication of Madan et. al 2019,OSF-Standard Pre-Data Collection Registration,True,False,421,False,True,discard
6925069539,10.17605/osf.io/atdxy,Pre-Analysis Report,OSF-Standard Pre-Data Collection Registration,True,False,147,False,True,discard
6943876714,10.17605/osf.io/pr8a4,Replication with Registration: Examining Kerner’s “What We Talk About When We Talk About FDI”,EGAP Registration,True,False,2011,False,True,discard
6925090125,10.17605/osf.io/pav52,Replication,OSF-Standard Pre-Data Collection Registration,True,False,135,False,True,discard
6887693698,10.17605/osf.io/3cq8h,Replication Reports,OSF-Standard Pre-Data Collection Registration,True,False,467,False,True,discard
6906433469,10.17605/osf.io/mj62q,"Replication of ""Going Green to be Seen"" at Universität Erfurt",OSF Preregistration,True,False,7429,False,True,discard
6906447645,10.17605/osf.io/437ub,Automatic effects of instructions and MI: partial replication study,OSF-Standard Pre-Data Collection Registration,True,False,146,False,True,discard
6943976867,10.17605/osf.io/p3qsz,How presupposition and context influence island status: Replication and extension of Ambridge and Goldberg(2008),Prereg Challenge,True,False,9176,False,True,discard
6925247215,10.17605/osf.io/deuza,Replication data,OSF Preregistration,True,False,23078,False,True,discard
6944055197,10.17605/osf.io/djwa7,Belonging Research -- Interventions Replication (Antidotes),OSF Preregistration,True,False,6395,False,True,discard
2783313110,10.17605/osf.io/usn2y,Questionnaire used for replication/extension of Rios (2014) Study 1,"Replication Recipe (Brandt et al., 2013): Pre-Registration",True,False,4817,False,True,discard
6906632708,10.17605/osf.io/gpcj9,An Automated Replication Study: Sensitivity for statistical learning in newly hatched chicks – February 2018,Preregistration Template from AsPredicted.org,True,False,2836,False,True,discard
6906478028,10.17605/osf.io/pvgjx,Self-Centrality and Meditation: Replicating Gebauer et al 2018 Study 2,Preregistration Template from AsPredicted.org,True,False,14136,False,True,discard
6906387646,10.17605/osf.io/4d8yt,Do gender stereotypes about intellectual ability emerge in our early childhood and influence us for the rest of our lives? A replication of Bian and Cimpian's study in Bulgaria.,OSF Preregistration,True,False,7937,False,True,discard
6925323175,10.17605/osf.io/ae4wx,A Bayesian Reanalysis of Manylabs-4,Open-Ended Registration,True,False,829,False,True,discard
