pair_id,doi_r,doi_o,outcome,link_method,pdf_source,parse_method,has_abs,model,n_entries,pre_file,pre_rung,pre_prov,pre_resolved,pre_match,pre_outcome,pre_reason,pre_all,ft_file,ft_rung,ft_prov,ft_resolved,ft_match,ft_outcome,ft_reason,ft_all,cause
207e9dc53077cb586abdd2e633398c4c,,10.1108/03090560410560218,cannot_be_determined,llm_fulltext,openalex_xml,openalex_xml,True,gpt-5.6-luna,9,cache/llm/targetoutcome_590bdc0a198ab9f0cd4e891169e0a9b5_2acb01bd2455e5e02cef2011cc855f4a.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper identifies the replication target and reports its own finding, but the supplied text does not state what the original study found or explicitly compare the new result with that finding.",cannot_be_determined,cache/llm/targetoutcome_590bdc0a198ab9f0cd4e891169e0a9b5_84ed1da41af8368c7b8e1e5fe005f43b.json,fulltext,the discussion / conclusion section of t,True,doi,cannot_be_determined,"The paper explicitly identifies Silvera and Austad (2004) as its replication target, but the supplied text does not state the original study's finding or provide an explicit comparison sufficient to determine whether it was replicated.",cannot_be_determined,B_fulltext_read_still_cbd
e6f3c1f5af20b8cec770e0e354d87310,,10.1080/00222216.1984.11969586,cannot_be_determined,llm_author_year_search,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_ecda91ab5891d68765bccbb8d1ca438d_06e76f34c46ea971811adb10544536a0.json,abstract_or_refs,,False,named,cannot_be_determined,"The paper clearly identifies Hirschman (1984) as the replication target, but the supplied evidence does not state Hirschman’s original finding well enough to judge whether this study confirmed or failed it.",cannot_be_determined,,,,,,,,,D_no_document
b1f8185114a6988db4ad94162e4ca7b3,,10.1016/j.jslw.2014.09.004,cannot_be_determined,llm_author_year_search,playwright,pdfminer,True,gpt-5.4-mini,5,cache/llm/targetoutcome_4189eb85771e74c2951efe1733724747_627ed900204f12e48fc205c0ceef5d63.json,abstract_or_refs,,False,only,successful,"The authors describe the main result as convergent between the original and replication, which supports the original finding despite noting some differences in other analyses.",successful,,,,,,,,,C_doc_but_no_fulltext_call_found
0519c8ca85986a5cadc8adc6a5670882,10.7490/f1000research.1096346.1,10.1089/brain.2013.0169,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,4,cache/llm/targetoutcome_62c5d185608340262ebd8b4abe89db85_04847be19819aa900da48dffc01d8913.json,abstract_or_refs,,False,,,,,,,,,,,,,D_no_document
7c26254a6a6316282fc3ed55aeefe644,10.1520/jfs14649j,10.1176/ajp.152.2.258,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,3,cache/llm/targetoutcome_2f2556904d3e550668ddc7d18a7fb633_242c92105a4b81f719b39ede24dece82.json,abstract_or_refs,,True,doi,cannot_be_determined,"The supplied text identifies an attempt to replicate earlier findings and reports the new results, but does not state the original findings or explicitly compare the new results with them.",cannot_be_determined,,,,,,,,,D_no_document
d40c0b0607fb2e2a4a8064c45a8db980,10.1111/j.1467-9922.2012.00693.x,10.2307/3587952,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_41682316dffe7b9e91d97a0cd274c6e6_0be8b8f4dcc07911f71066f5feb24a22.json,abstract_or_refs,,True,doi,cannot_be_determined,The supplied text reports results bearing on output and noticing but does not state the original study's specific finding or give an overall replication verdict.,cannot_be_determined,,,,,,,,,D_no_document
2d48454c5172ec541278186a4339cf39,,10.1108/03090560410560218,cannot_be_determined,llm_fulltext,openalex_xml,openalex_xml,True,gpt-5.4-mini,4,cache/llm/targetoutcome_6051023d1c7992aa03fc81249c112b08_48e67ed3b3fc3bf879ef8c7672427e11.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper says it is a partial replication of Silvera and Austad (2004), but the supplied text does not state what that original finding was or explicitly say whether it was confirmed or not.",cannot_be_determined,cache/llm/targetoutcome_6051023d1c7992aa03fc81249c112b08_51ad526b8c35a392f1c3fb2e3dfe0452.json,fulltext,"the closing pages of the paper, before t",True,doi,cannot_be_determined,"The paper clearly re-tests Silvera and Austad (2004), but the supplied text does not state that original study's finding in a way that lets me judge whether this replication confirmed or disconfirmed it.",cannot_be_determined,B_fulltext_read_still_cbd
afd729f030849ab25403e1ed5a299723,10.1186/1471-2350-13-27,10.1073/pnas.0808358106,cannot_be_determined,llm_references,row_url,pdfminer,True,gpt-5.6-luna,6,cache/llm/targetoutcome_3c023ede5a062da88a941d196a4d8797_1f028ab5d387bda800395275e4afb97c.json,abstract_or_refs,,False,doi,cannot_be_determined,The paper re-tests the reported STK39 association but the supplied evidence does not identify which results correspond to those SNPs or state a target-specific verdict.,failed|cannot_be_determined|cannot_be_determined,cache/llm/targetoutcome_3c023ede5a062da88a941d196a4d8797_b9ecd96897a48e201e007dcaaf56cffd.json,fulltext_body,,False,only,failed,The authors explicitly state that the previously reported associations were not convincingly reproduced and could not be confirmed.,failed,A_fulltext_settled_but_carried_cbd_shipped
6093eac85c08ae8477c7a7c7dd0e54b5,10.1186/1471-2350-13-27,10.1093/hmg/ddp135,cannot_be_determined,llm_references,row_url,pdfminer,True,gpt-5.6-luna,6,cache/llm/targetoutcome_3c023ede5a062da88a941d196a4d8797_1f028ab5d387bda800395275e4afb97c.json,abstract_or_refs,,False,doi,cannot_be_determined,The paper re-tests the reported CDH13 association but the supplied evidence does not identify which results correspond to those SNPs or state a target-specific verdict.,failed|cannot_be_determined|cannot_be_determined,cache/llm/targetoutcome_3c023ede5a062da88a941d196a4d8797_b9ecd96897a48e201e007dcaaf56cffd.json,fulltext_body,,False,only,failed,The authors explicitly state that the previously reported associations were not convincingly reproduced and could not be confirmed.,failed,A_fulltext_settled_but_carried_cbd_shipped
200a82082a55ab46e5c5de0cbaaa4f60,10.1037/a0015140,10.1176/appi.psychotherapy.1988.42.1.53,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,6,cache/llm/targetoutcome_04cf5d5d4f78105fdd7c00e512b94119_7a52cfcfeaca1643979f08c37f78d14a.json,abstract_or_refs,,False,only,cannot_be_determined,The paper says the 2007 results were compared with the 1987 survey but does not state whether the original findings were replicated or failed to replicate.,cannot_be_determined,,,,,,,,,D_no_document
3c694197cb602f74abb8e399ffde9c2f,10.1097/00006199-199205000-00005,10.1097/00006199-198811000-00003,cannot_be_determined,llm_author_year_search,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_4a511c70f2057368ba13d9d9d7cbcf13_c685dc75102f320e94bd2118759abc73.json,abstract_or_refs,,False,named,cannot_be_determined,The paper explicitly reports nonreplication for early adolescents but does not state whether the middle- and late-adolescent results replicated or failed to replicate the original finding overall.,cannot_be_determined,,,,,,,,,D_no_document
43d42715c6d963a02752174c8579e1f0,10.1080/08940889908261034,10.1038/17949,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,4,cache/llm/targetoutcome_41d1ef60fff4ba6634ae7cff6725bfe8_fd5d863262d77d7c322cc3f20e5dab55.json,abstract_or_refs,,True,doi,cannot_be_determined,"The title identifies a replication attempt of James et al. (1999), but the supplied text gives no result or verdict about whether the claim was supported.",cannot_be_determined,,,,,,,,,D_no_document
a282d812d91d04ff4a9c51a80cc882cf,10.1352/0895-8017(2007)112[40:eomiof]2.0.co;2,10.1017/s0305000902005469,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_a56fe241b35d8df4aa73f635f38c3176_d77aec381a4ddc65578a64ed3881086a.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper identifies the direct replication and reports its own results, but the supplied evidence does not state what finding the original investigation produced or whether this replication agreed with it.",cannot_be_determined,,,,,,,,,D_no_document
3192a9efea93a6b9dfa24b5262ec30ce,10.2190/ic.32.1.f,10.2190/ic.29.3.g,cannot_be_determined,llm_references,html_landing,openalex_xml,True,gpt-5.6-luna,6,cache/llm/targetoutcome_2bd252496105333f0338a103c78296a4_2b77ed66e1083a3e8726fe7a7a7040df.json,abstract_or_refs,,True,doi,cannot_be_determined,The abstract states that the new study found changes following alcohol-cue exposure but does not explicitly compare those results with the original neutral-versus-alcohol phenomenological finding or give a replication verdict.,cannot_be_determined,cache/llm/targetoutcome_2bd252496105333f0338a103c78296a4_1cfb3a4403a902deb2fb4f8d289cf469.json,fulltext,"the closing pages of the paper, before t",False,named,cannot_be_determined,The paper reports effects of the alcohol stimulus and preliminary support for counterbalancing but does not state whether the original neutral-versus-alcohol phenomenological finding was confirmed or contradicted.,cannot_be_determined,B_fulltext_read_still_cbd
42117f5d955db68e3076111e782880dc,10.2307/585496,10.1037//0893-3200.9.3.294,cannot_be_determined,llm_title_search,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_7c3cd069988e573b6ff64b80aba8dc08_09b80d98ff2e9ac70fd9688208b34c40.json,abstract_or_refs,,False,named,cannot_be_determined,"The supplied text signals a replication and the 1995 Spoth and Redmond paper is the closest matching prior study in the references, but no passage shown here states what this replication found.",cannot_be_determined,,,,,,,,,D_no_document
261a28aeb65414af7928ff8d6440482f,10.1044/jshd.4901.104,10.1044/jshd.4302.123,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,2,cache/llm/targetoutcome_40a81261e33c1ae0aa4b7c6036ca1e38_827744635338ef9f6156331e4c5d4d39.json,abstract_or_refs,,True,doi,cannot_be_determined,The supplied text identifies the replication target but provides no result or authorial verdict about whether the original finding held.,cannot_be_determined,,,,,,,,,D_no_document
3e5ba677612d80a432c95598bb57044d,10.1007/s12253-014-9822-6,10.1038/ng.666,cannot_be_determined,llm_references,openalex_xml,openalex_xml,True,gpt-5.6-luna,6,cache/llm/targetoutcome_3bb2b2589cb6c218b859400d9de48f7c_2ac75aea8dab50b6a2ba9c1e76b23d19.json,abstract_or_refs,,False,doi,cannot_be_determined,"The supplied abstract does not report the replication result for the loci attributed to this original study, so confirmation or failure cannot be assigned.",cannot_be_determined|successful|cannot_be_determined,cache/llm/targetoutcome_3bb2b2589cb6c218b859400d9de48f7c_f57e040717c37f2a0b8e88a356810f1d.json,fulltext_body,,False,,,,successful|mixed|failed,B_fulltext_read_still_cbd
f94477f649871e9e95d02170f1a39ae0,10.2307/2094258,10.2307/2093420,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_6ff99bd01e6aa5c87c0626f70d152e18_d29b8ec02a784fdc29dbf1714b596ec8.json,abstract_or_refs,,True,doi,cannot_be_determined,The supplied text identifies a partial replication of the Kohn thesis but gives no results or verdict comparing this paper to the original finding.,cannot_be_determined,,,,,,,,,D_no_document
8745fea76f4c64c8e95bc762d5985deb,10.2466/11.21.pr0.107.6.914-922,10.1002/1097-4679(197407)30:3<417::aid-jclp2270300360>3.0.co;2-s,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,3,cache/llm/targetoutcome_3665918103dbca92f3b1c6cceead202a_56c7b34cda585f61a5595a7d389bb541.json,abstract_or_refs,,False,doi,cannot_be_determined,The supplied text identifies this as one of the earlier William S. Hall investigations but does not state what its finding was or compare the present result with it.,cannot_be_determined|cannot_be_determined|cannot_be_determined,,,,,,,,,D_no_document
96dcafe5ade28673555efd3adf8a590c,10.2466/11.21.pr0.107.6.914-922,10.2466/pms.1977.45.3.863,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,3,cache/llm/targetoutcome_3665918103dbca92f3b1c6cceead202a_56c7b34cda585f61a5595a7d389bb541.json,abstract_or_refs,,False,doi,cannot_be_determined,The supplied text identifies this as one of the earlier William S. Hall investigations but does not state what its finding was or compare the present result with it.,cannot_be_determined|cannot_be_determined|cannot_be_determined,,,,,,,,,D_no_document
42a9ade55973fd28cf2576d22d37befb,10.2466/11.21.pr0.107.6.914-922,10.1002/1097-4679(199111)47:6<840::aid-jclp2270470615>3.0.co;2-#,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,3,cache/llm/targetoutcome_3665918103dbca92f3b1c6cceead202a_56c7b34cda585f61a5595a7d389bb541.json,abstract_or_refs,,False,doi,cannot_be_determined,The supplied text identifies this as one of the earlier William S. Hall investigations but does not state what its finding was or compare the present result with it.,cannot_be_determined|cannot_be_determined|cannot_be_determined,,,,,,,,,D_no_document
15afcd342763ec0d832d53059525b6e5,10.1080/0360127910170403,10.1080/0380127830090102,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,3,cache/llm/targetoutcome_e3a59592aadfd40c99f28d82d1fa6403_40f34a627fb232b43aee393e45307b88.json,abstract_or_refs,,False,only,cannot_be_determined,The supplied text indicates a replication but does not identify the original study's findings or explicitly compare the reported Canadian results with them.,cannot_be_determined,,,,,,,,,D_no_document
80efa41e766e9936fcf5a9dd8ca95f72,10.15288/jsa.1983.44.748,10.15288/jsa.1980.41.935,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_2cc1eb9c067ec6944e1142c727067086_42da539a4f47731ab738bec3acf57515.json,abstract_or_refs,,True,doi,successful,"The paper is explicitly a replication study of the Peyton et al. work and reports the same negative-bias result, so the original finding is supported.",successful,,,,,,,,,D_no_document
95768b0fd55854e91a2067a098edf7df,10.1111/j.1469-8986.1982.tb02591.x,10.1111/j.1469-8986.1979.tb01505.x,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,7,cache/llm/targetoutcome_388f59ede306b146112dd343a0bea525_f53b4288aa7511327c0da8f6094a120c.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper clearly re-tests Ashton et al.'s technique, but the supplied text does not state what finding Ashton et al. originally reported, so the new results cannot be compared to that finding.",cannot_be_determined,,,,,,,,,D_no_document
a63db43b1b3f30ee59e079697706a4a1,10.1093/sf/64.1.168,10.1086/225260,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_667b475b91ec1904c1f149ad53c2118e_c9c9a48d300e3559158e24fc74331e6d.json,abstract_or_refs,,True,doi,cannot_be_determined,The abstract identifies the re-tested study but does not state whether this replication confirmed or failed to confirm Kasarda's original finding.,cannot_be_determined,,,,,,,,,D_no_document
0a4b826da3316547bde915e2d87b4c6f,10.1111/j.2044-8279.1988.tb00908.x,10.1111/j.2044-8279.1987.tb03062.x,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,2,cache/llm/targetoutcome_01e2d620ef9ee5b761bbd6762e1a523f_30d93741c0ba6fb2cdc4c1ec4c71ef69.json,abstract_or_refs,,False,named,cannot_be_determined,The paper identifies Cox (1987) as the basis for the replication but does not state what finding Cox reported or compare the present result with it.,cannot_be_determined,,,,,,,,,D_no_document
ab207b2746f4677a43ce4c89501b4af6,10.1177/0145445515580533,10.1007/s10862-007-9073-x,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_d6a6c6271a7b9ca69282f939e1bdfe3d_0d9afe241bc4714ab243b54ee03562ad.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper clearly identifies a replication of the MIST-A development study, but the supplied text does not state whether the original finding was confirmed or contradicted.",cannot_be_determined,,,,,,,,,D_no_document
4fb1cb3c17b7d3abca3978c1160087af,10.1111/j.1540-4781.2006.00384.x,10.3138/cmlr.56.4.585,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,2,cache/llm/targetoutcome_20d399c23bab93ad44413292eec57d56_55577645d0db8e47ae603164b0cc93c7.json,abstract_or_refs,,True,doi,cannot_be_determined,The supplied text identifies the replication target but reports no result or author verdict about whether Gatbonton's finding was reproduced.,cannot_be_determined,,,,,,,,,D_no_document
f4875609c67cd483bb1b19c9805320b0,10.2307/2094844,10.1086/223399,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_40dc12dd96e63d13bf85a9c3b2e60be4_19b57256ca0008d9dac029bd3f6d5969.json,abstract_or_refs,,True,doi,cannot_be_determined,"The abstract says the study replicates Hawley’s analysis, but it does not state whether Hawley’s original finding was confirmed or contradicted.",cannot_be_determined,,,,,,,,,D_no_document
1d0c4b24ff9a1cd60778e9b049a030f1,10.1111/j.1545-5300.1987.00461.x,10.1111/j.1545-5300.1976.00211.x,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_978562aee01aac57423f5abb09e05130_d8d0a3efa08e61d3889ec96a0ad1999f.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper clearly presents itself as a replication of Shapiro and Wild's procedure, but the supplied text does not state what finding the original study reported or explicitly say whether that finding was replicated.",cannot_be_determined,,,,,,,,,D_no_document
d295e2680f73fe92b62d839e8b151cfa,10.1016/j.jom.2007.06.002,10.1016/s0272-6963(03)00004-4,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_582955cab2625ec564d5af2b3675a757_225243028c964b0f277bc5ff793f568d.json,abstract_or_refs,,True,doi,cannot_be_determined,The abstract identifies Kaynak (2003) as the re-tested study but does not state whether the relationships reported in that study were replicated or failed.,cannot_be_determined,,,,,,,,,D_no_document
7ef61314b188e4e292d1dfe3ddfba145,10.2466/pr0.1967.20.3c.1023,10.1126/science.139.3559.1048,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_1d1593414e17b88ab50fa7193203bb8f_1f907a45d960d1995fe908ff057ecdbf.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper reports the replication result but does not state what Lee (1963) found, so agreement with the original cannot be established from the supplied evidence.",cannot_be_determined,,,,,,,,,D_no_document
f2b8acf60606a9ec46ec33280355351e,10.1017/s0272263100010032,10.1111/j.1467-1770.1981.tb01379.x,cannot_be_determined,llm_references,html_landing,openalex_xml,True,gpt-5.6-luna,2,cache/llm/targetoutcome_65ff8ed8ab1f8bb1c810696ece3d3e17_419baf18fdc293db57b21ef3614a64d2.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper reports devoicing for both language groups, which bears on the original Cantonese finding, but it does not state whether the original Japanese schwa-paragoge finding was replicated or absent.",cannot_be_determined,cache/llm/targetoutcome_65ff8ed8ab1f8bb1c810696ece3d3e17_4611244f4ed57a87014a9277ba803db6.json,fulltext,"the closing pages of the paper, before t",False,named,mixed,"The current study reproduces the Cantonese devoicing finding but reports devoicing rather than Eckman's Japanese schwa-paragoge finding, so the replication is partial and mixed.",mixed,A_fulltext_settled_but_carried_cbd_shipped
48bc02865658e5ae0a9347abcbf040a5,10.1080/03634520410001691456,10.1080/03637750128058,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_402ed847697c23511feff891d92037d4_375f1401ced63fb1145e835255e0e0b1.json,abstract_or_refs,,True,doi,cannot_be_determined,The abstract identifies a prior study being compared but does not state whether the present diary study confirmed or failed to confirm that study's findings.,cannot_be_determined,,,,,,,,,D_no_document
c70a125bf25e944ea6f86fe2b9f558fe,10.1037/0022-0167.37.3.269,10.1016/0001-8791(81)90028-2,cannot_be_determined,llm_references,,,True,gpt-5.4-mini,2,cache/llm/targetoutcome_8da8fb78c807218b93d702ebd5678ba3_04ce0537105f6fa4d81d9a6b8ee651aa.json,abstract_or_refs,,True,doi,cannot_be_determined,"The supplied title and abstract indicate a replication/extension of Wolfe & Betz (1981), but they do not report whether the original finding was supported or not.",cannot_be_determined,,,,,,,,,D_no_document
5193ce56582d70cfcc241dbe78f81178,10.1093/pan/mpg010,10.1093/oxfordjournals.pan.a004873,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_878b28d6595ed3991836a568ccb545e8_9d57311501214526c055014f7e952d3e.json,abstract_or_refs,,True,doi,cannot_be_determined,"The paper says that its results are compared with the original but does not state whether Paolino's findings were confirmed, contradicted, or otherwise evaluated.",cannot_be_determined,,,,,,,,,D_no_document
9feb868d19ae50cf790add0b4890cbb4,10.3109/14992027.2012.705900,10.1016/s0378-5955(02)00452-5,cannot_be_determined,llm_references,,,True,gpt-5.6-luna,1,cache/llm/targetoutcome_e2306b01daec3f364fe094942873508b_56370c117d63af2efc4eb943046113e3.json,abstract_or_refs,,False,doi,cannot_be_determined,The supplied abstract identifies AQP2 as one of the proposed genes analyzed but does not state how this paper's result compared with Mhatre et al.'s finding.,cannot_be_determined|cannot_be_determined|cannot_be_determined|cannot_be_determined|cannot_be_determined,,,,,,,,,D_no_document
